Country,Year,Food_Category,Total_Waste_Tons,Economic_Loss_Million_USD,Avg_Waste_per_Capita_Kg,Population_Million,Household_Waste_Pct,Continent,Industrial_Waste_Pct
Saudi Arabia,2023,Meat & Seafood,27318.34,"$25,841.38",35.52,339.5,57.15,Asia,42.85
Russia,2023,Meat & Seafood,37886.84,"$41,860.68",129.59,657.4,31.69,Europe,68.31
Indonesia,2024,Bakery Items,2225.09,"$1,836.76",104.14,1157.3,62.86,Asia,37.14
Mexico,2022,Meat & Seafood,3703.66,"$3,078.03",160.61,657.7,36.48,North America,63.52
Indonesia,2020,Frozen Food,41783.18,"$41,756.91",139.10,1169.7,40.70,Asia,59.3
Brazil,2020,Prepared Food,44433.25,"$44,849.49",150.83,1127.2,61.27,South America,38.73
Spain,2018,Prepared Food,12950.96,"$11,413.42",31.78,174.1,40.12,Europe,59.88
Germany,2019,Dairy Products,21322.29,"$21,219.75",142.93,72.5,44.11,Europe,55.89
Indonesia,2022,Beverages,30712.33,"$35,453.71",84.58,1152.5,47.68,Asia,52.32
France,2024,Dairy Products,10300.52,"$11,104.21",62.10,1315.3,49.86,Europe,50.14
South Korea,2021,Grains & Cereals,29871.20,"$31,874.06",58.50,849.3,58.85,Asia,41.15
South Korea,2021,Beverages,3774.42,"$4,430.59",159.63,504.9,54.43,Asia,45.57
India,2019,Grains & Cereals,16766.00,"$18,496.75",132.32,98.9,31.95,Asia,68.05
Japan,2019,Grains & Cereals,3285.83,"$2,642.49",30.27,1010.4,40.88,Asia,59.12
South Korea,2022,Dairy Products,30609.13,"$26,741.35",87.04,231.7,42.59,Asia,57.41
Argentina,2019,Frozen Food,20490.36,"$18,726.21",106.77,336.0,51.59,South America,48.41
USA,2020,Beverages,36826.44,"$42,048.90",150.40,516.0,55.32,North America,44.68
Italy,2021,Meat & Seafood,12148.41,"$12,962.53",113.06,423.8,66.60,Europe,33.4
Saudi Arabia,2019,Dairy Products,26723.91,"$22,010.24",87.54,766.3,51.54,Asia,48.46
India,2021,Fruits & Vegetables,20385.31,"$21,467.14",134.21,856.1,44.38,Asia,55.62
USA,2024,Prepared Food,9272.98,"$10,324.97",182.31,675.4,46.24,North America,53.76
Australia,2021,Dairy Products,34325.04,"$33,080.21",80.55,826.6,48.29,Oceania,51.71
France,2018,Grains & Cereals,23329.02,"$19,639.50",138.91,1303.2,65.34,Europe,34.66
Spain,2019,Frozen Food,27999.24,"$24,345.31",35.50,321.4,41.14,Europe,58.86
India,2019,Fruits & Vegetables,10668.39,"$10,113.76",78.36,709.2,42.08,Asia,57.92
China,2018,Frozen Food,6216.13,"$7,024.47",129.81,800.6,34.28,Asia,65.72
Australia,2022,Meat & Seafood,25947.66,"$23,899.18",48.07,469.9,62.42,Oceania,37.58
South Africa,2019,Frozen Food,8209.84,"$7,556.20",21.33,420.9,41.05,Africa,58.95
Argentina,2022,Fruits & Vegetables,43281.08,"$38,481.97",187.09,1109.5,30.44,South America,69.56
Mexico,2021,Grains & Cereals,15742.16,"$17,297.58",100.01,136.1,66.20,North America,33.8
Russia,2020,Prepared Food,19747.12,"$19,112.57",167.79,1170.0,40.15,Europe,59.85
Turkey,2024,Grains & Cereals,10668.10,"$9,622.69",102.58,737.6,58.15,Asia,41.85
China,2019,Grains & Cereals,24674.19,"$28,985.24",172.40,393.3,52.71,Asia,47.29
Argentina,2023,Grains & Cereals,8416.10,"$6,929.97",126.12,830.4,66.51,South America,33.49
Italy,2023,Bakery Items,5158.83,"$5,533.23",187.33,954.1,51.57,Europe,48.43
USA,2024,Dairy Products,2512.68,"$2,273.25",183.28,820.5,67.48,North America,32.52
Germany,2020,Fruits & Vegetables,41105.94,"$47,590.19",54.75,720.5,37.33,Europe,62.67
Argentina,2021,Bakery Items,32589.23,"$36,377.68",173.23,135.8,33.81,South America,66.19
Brazil,2021,Bakery Items,19203.37,"$19,148.46",174.87,1258.3,34.30,South America,65.7
South Africa,2018,Fruits & Vegetables,48569.06,"$50,526.39",111.18,775.1,30.09,Africa,69.91
Japan,2018,Beverages,23990.63,"$25,812.35",158.80,628.1,57.98,Asia,42.02
Spain,2020,Grains & Cereals,31991.72,"$31,110.65",89.08,304.9,59.68,Europe,40.32
Italy,2019,Prepared Food,3007.77,"$2,560.49",109.09,1312.1,39.50,Europe,60.5
Spain,2023,Bakery Items,26866.42,"$29,648.63",171.62,1242.6,65.29,Europe,34.71
Turkey,2021,Fruits & Vegetables,41913.30,"$38,652.18",30.71,82.1,66.00,Asia,34
South Korea,2018,Grains & Cereals,35789.49,"$40,299.58",119.33,257.9,44.35,Asia,55.65
Italy,2021,Grains & Cereals,40825.30,"$44,057.30",158.60,391.2,37.02,Europe,62.98
Mexico,2020,Frozen Food,33829.34,"$37,634.44",58.46,965.0,54.42,North America,45.58
Russia,2018,Grains & Cereals,33169.17,"$31,095.77",88.57,797.7,30.79,Europe,69.21
India,2019,Frozen Food,40010.99,"$42,792.66",87.37,831.9,37.69,Asia,62.31
UK,2019,Bakery Items,11188.67,"$9,813.62",100.52,623.5,55.86,Europe,44.14
Mexico,2022,Meat & Seafood,49188.61,"$44,353.01",164.75,659.0,63.83,North America,36.17
Canada,2022,Dairy Products,8075.18,"$9,515.00",192.64,552.1,62.82,North America,37.18
Canada,2023,Frozen Food,10961.77,"$12,576.03",176.80,977.7,32.32,North America,67.68
Brazil,2022,Bakery Items,37256.43,"$39,190.01",38.82,1199.9,59.66,South America,40.34
Brazil,2018,Fruits & Vegetables,49446.48,"$52,898.91",46.30,1013.7,35.07,South America,64.93
Germany,2022,Dairy Products,740.99,$831.86,53.10,1360.5,33.61,Europe,66.39
Brazil,2018,Grains & Cereals,2436.50,"$2,216.85",61.08,908.5,60.28,South America,39.72
Argentina,2018,Prepared Food,11181.65,"$13,164.79",122.54,40.6,33.98,South America,66.02
UK,2022,Dairy Products,49529.61,"$52,776.18",118.72,903.2,41.13,Europe,58.87
South Korea,2019,Frozen Food,31383.34,"$36,151.60",66.73,1204.8,33.69,Asia,66.31
Spain,2018,Beverages,26441.53,"$27,000.75",103.49,425.0,38.32,Europe,61.68
China,2018,Dairy Products,9960.73,"$11,541.31",70.91,981.9,60.93,Asia,39.07
Canada,2022,Dairy Products,25268.13,"$22,719.63",60.51,352.6,32.32,North America,67.68
Russia,2019,Dairy Products,3732.53,"$4,168.82",113.60,1019.4,56.76,Europe,43.24
France,2018,Bakery Items,13444.76,"$14,984.01",163.90,511.8,51.04,Europe,48.96
Mexico,2022,Fruits & Vegetables,42384.09,"$36,474.21",67.16,943.9,54.90,North America,45.1
Indonesia,2019,Beverages,23745.49,"$20,351.51",20.09,60.3,68.29,Asia,31.71
Russia,2024,Meat & Seafood,7620.64,"$8,232.41",175.09,1322.6,61.92,Europe,38.08
USA,2018,Frozen Food,46203.29,"$51,020.59",64.26,1231.3,59.36,North America,40.64
Argentina,2022,Fruits & Vegetables,49520.12,"$43,991.89",53.18,1390.5,30.72,South America,69.28
India,2020,Prepared Food,5505.18,"$6,279.76",37.04,742.4,62.90,Asia,37.1
China,2020,Fruits & Vegetables,28052.23,"$32,720.64",142.25,416.7,42.46,Asia,57.54
Japan,2023,Beverages,36013.66,"$34,055.43",28.84,1218.9,45.61,Asia,54.39
India,2020,Dairy Products,32563.44,"$33,379.00",36.13,1181.3,33.99,Asia,66.01
Mexico,2019,Beverages,8970.53,"$10,242.07",51.07,118.4,38.04,North America,61.96
South Korea,2018,Prepared Food,8375.59,"$9,834.62",174.41,103.3,54.90,Asia,45.1
Canada,2023,Grains & Cereals,42828.76,"$44,223.92",108.41,1372.1,39.46,North America,60.54
Mexico,2018,Prepared Food,11621.64,"$13,270.71",172.63,1099.3,40.96,North America,59.04
Canada,2024,Dairy Products,47299.18,"$47,088.76",69.30,1088.0,50.75,North America,49.25
Turkey,2018,Bakery Items,32067.33,"$35,582.94",67.69,1068.7,57.59,Asia,42.41
Turkey,2020,Beverages,20253.99,"$19,827.79",141.59,1243.5,56.42,Asia,43.58
Russia,2021,Bakery Items,16436.49,"$13,228.23",189.10,833.9,65.99,Europe,34.01
Canada,2020,Fruits & Vegetables,7871.05,"$6,643.78",69.87,451.8,43.88,North America,56.12
Canada,2021,Dairy Products,17352.04,"$19,072.79",125.83,622.4,62.97,North America,37.03
Germany,2021,Grains & Cereals,48936.24,"$52,003.78",110.24,210.6,33.11,Europe,66.89
UK,2018,Meat & Seafood,45513.32,"$41,588.01",33.52,1267.3,64.90,Europe,35.1
Italy,2024,Bakery Items,13588.97,"$12,125.32",192.19,430.7,38.93,Europe,61.07
India,2024,Bakery Items,42905.20,"$43,781.19",147.07,866.7,33.30,Asia,66.7
Italy,2019,Frozen Food,13942.38,"$11,285.35",182.91,792.7,52.79,Europe,47.21
Italy,2021,Dairy Products,6632.86,"$6,267.87",37.73,246.9,34.72,Europe,65.28
Mexico,2022,Bakery Items,39084.33,"$38,765.74",137.49,443.4,52.83,North America,47.17
Japan,2021,Grains & Cereals,24682.87,"$29,268.22",95.83,652.1,65.50,Asia,34.5
Canada,2022,Dairy Products,37496.51,"$42,211.61",156.90,70.0,46.42,North America,53.58
India,2019,Bakery Items,15309.05,"$17,658.66",55.57,767.0,58.06,Asia,41.94
Indonesia,2020,Bakery Items,9225.11,"$9,884.54",119.89,932.8,54.24,Asia,45.76
Germany,2022,Bakery Items,17933.14,"$16,338.87",55.04,533.8,35.51,Europe,64.49
France,2022,Prepared Food,47744.44,"$53,650.75",31.56,760.4,51.24,Europe,48.76
France,2023,Bakery Items,24942.52,"$22,397.14",156.77,791.5,31.11,Europe,68.89
Mexico,2019,Meat & Seafood,21830.31,"$25,941.84",135.31,888.6,49.82,North America,50.18
UK,2024,Grains & Cereals,38667.49,"$32,165.91",104.41,759.9,41.99,Europe,58.01
Saudi Arabia,2022,Prepared Food,1452.89,"$1,463.53",151.26,967.8,58.87,Asia,41.13
Brazil,2022,Dairy Products,11765.21,"$13,641.61",174.43,1237.2,53.33,South America,46.67
UK,2023,Meat & Seafood,20556.93,"$17,089.99",48.42,1129.0,35.93,Europe,64.07
South Africa,2018,Fruits & Vegetables,6607.86,"$6,138.70",71.26,534.9,39.16,Africa,60.84
Russia,2022,Meat & Seafood,17362.26,"$16,343.72",139.27,710.0,69.66,Europe,30.34
Canada,2023,Prepared Food,32521.12,"$32,543.38",136.11,754.5,58.45,North America,41.55
China,2020,Frozen Food,48689.95,"$41,106.23",93.46,746.2,58.69,Asia,41.31
USA,2020,Bakery Items,29313.73,"$30,309.69",143.83,1291.8,62.22,North America,37.78
France,2019,Meat & Seafood,22523.27,"$25,385.21",197.42,939.3,68.04,Europe,31.96
Mexico,2023,Bakery Items,41431.57,"$41,218.18",87.76,644.8,46.69,North America,53.31
Turkey,2020,Bakery Items,13613.53,"$13,351.41",66.86,320.1,37.03,Asia,62.97
Turkey,2019,Bakery Items,44602.78,"$51,869.78",24.90,1182.4,67.01,Asia,32.99
Russia,2023,Fruits & Vegetables,33865.11,"$38,931.11",113.98,353.7,49.73,Europe,50.27
Turkey,2022,Meat & Seafood,34057.08,"$39,020.78",184.44,361.6,48.02,Asia,51.98
UK,2022,Dairy Products,4585.30,"$5,242.22",190.76,683.9,60.47,Europe,39.53
Indonesia,2023,Dairy Products,3191.57,"$3,288.83",59.33,841.8,34.68,Asia,65.32
Canada,2019,Bakery Items,37475.82,"$30,740.02",87.45,992.1,53.04,North America,46.96
Brazil,2018,Fruits & Vegetables,15547.35,"$12,545.33",150.15,1167.0,68.46,South America,31.54
Indonesia,2020,Prepared Food,33358.71,"$35,916.66",165.02,1075.7,55.68,Asia,44.32
France,2018,Bakery Items,1508.85,"$1,646.31",71.49,1345.6,37.09,Europe,62.91
UK,2021,Dairy Products,38783.98,"$31,056.35",22.59,577.7,32.95,Europe,67.05
China,2020,Grains & Cereals,14578.42,"$12,421.07",27.85,989.2,50.57,Asia,49.43
Saudi Arabia,2018,Beverages,38111.67,"$34,589.19",193.35,1339.5,41.17,Asia,58.83
Saudi Arabia,2022,Beverages,24701.03,"$25,708.18",54.58,1017.7,57.49,Asia,42.51
Japan,2023,Meat & Seafood,7153.42,"$7,576.53",161.84,773.9,68.05,Asia,31.95
Russia,2018,Meat & Seafood,24143.37,"$22,274.87",101.35,183.0,56.08,Europe,43.92
Spain,2023,Dairy Products,19324.44,"$22,476.63",132.93,131.5,32.01,Europe,67.99
Mexico,2023,Meat & Seafood,515.30,$467.63,78.96,70.8,56.56,North America,43.44
South Africa,2024,Dairy Products,42244.94,"$47,489.87",110.12,909.8,47.89,Africa,52.11
China,2020,Grains & Cereals,44945.69,"$52,772.31",73.47,965.3,57.20,Asia,42.8
Saudi Arabia,2018,Grains & Cereals,31149.31,"$36,064.10",186.72,796.8,54.05,Asia,45.95
Canada,2022,Grains & Cereals,19812.18,"$21,933.49",39.20,1005.7,44.74,North America,55.26
Saudi Arabia,2019,Prepared Food,44530.83,"$45,440.33",159.81,1322.8,32.91,Asia,67.09
South Africa,2020,Prepared Food,43497.58,"$35,854.37",34.54,856.4,69.45,Africa,30.55
USA,2023,Bakery Items,37466.65,"$37,017.50",42.30,575.1,53.65,North America,46.35
Australia,2020,Dairy Products,42719.21,"$36,764.09",103.18,863.0,42.85,Oceania,57.15
Turkey,2024,Fruits & Vegetables,25477.84,"$26,272.99",143.08,432.7,55.54,Asia,44.46
Saudi Arabia,2019,Prepared Food,33716.46,"$28,974.75",181.97,309.4,66.12,Asia,33.88
South Africa,2022,Beverages,33231.30,"$33,766.93",113.61,1233.0,50.24,Africa,49.76
Mexico,2022,Beverages,12742.04,"$12,835.43",66.34,683.8,42.23,North America,57.77
Australia,2018,Beverages,49778.91,"$43,169.98",36.84,458.9,64.30,Oceania,35.7
UK,2020,Fruits & Vegetables,20105.44,"$20,917.28",106.83,706.6,63.68,Europe,36.32
USA,2024,Beverages,38466.65,"$45,817.07",134.68,901.1,40.37,North America,59.63
Russia,2022,Beverages,29561.89,"$27,591.25",169.82,949.9,39.65,Europe,60.35
UK,2022,Grains & Cereals,2157.21,"$2,050.67",27.70,1299.7,45.37,Europe,54.63
Saudi Arabia,2020,Fruits & Vegetables,26368.68,"$23,936.55",155.26,28.8,40.87,Asia,59.13
Russia,2018,Fruits & Vegetables,33562.71,"$39,533.60",139.08,827.6,62.05,Europe,37.95
Mexico,2020,Frozen Food,9609.17,"$8,928.64",186.83,62.4,42.17,North America,57.83
Indonesia,2020,Frozen Food,21546.05,"$17,858.81",111.91,742.9,65.52,Asia,34.48
Argentina,2021,Fruits & Vegetables,49285.44,"$58,668.96",128.67,56.7,42.63,South America,57.37
Canada,2020,Fruits & Vegetables,25902.43,"$29,646.51",189.28,489.3,43.80,North America,56.2
Saudi Arabia,2018,Dairy Products,10602.68,"$12,099.68",36.26,313.9,67.52,Asia,32.48
China,2018,Bakery Items,5502.68,"$6,029.14",191.85,853.3,67.56,Asia,32.44
Argentina,2018,Bakery Items,9028.01,"$7,669.53",28.27,997.9,62.97,South America,37.03
Spain,2023,Meat & Seafood,11862.67,"$10,071.38",136.18,1384.6,40.99,Europe,59.01
Indonesia,2023,Fruits & Vegetables,11877.33,"$9,911.33",164.78,269.0,61.79,Asia,38.21
Indonesia,2023,Bakery Items,22177.05,"$19,044.94",106.83,1124.1,62.86,Asia,37.14
France,2023,Grains & Cereals,17060.48,"$15,970.34",182.68,97.3,69.69,Europe,30.31
Spain,2018,Dairy Products,22079.89,"$24,757.97",61.95,1372.7,47.95,Europe,52.05
Italy,2018,Dairy Products,29030.31,"$28,892.66",153.79,762.7,46.28,Europe,53.72
South Korea,2019,Dairy Products,10124.27,"$10,160.74",154.42,242.9,34.29,Asia,65.71
South Africa,2020,Frozen Food,41869.35,"$41,561.96",117.62,1390.7,43.85,Africa,56.15
Canada,2020,Bakery Items,30612.78,"$29,423.02",69.19,841.7,52.57,North America,47.43
Mexico,2018,Beverages,16676.99,"$15,802.19",140.28,1308.9,51.48,North America,48.52
France,2024,Grains & Cereals,4646.46,"$5,532.06",31.12,350.6,54.91,Europe,45.09
South Korea,2024,Bakery Items,7710.62,"$8,555.34",82.11,38.1,31.74,Asia,68.26
USA,2022,Meat & Seafood,39571.91,"$37,077.05",89.73,613.0,52.89,North America,47.11
Russia,2024,Fruits & Vegetables,43629.68,"$40,012.99",20.87,787.2,43.97,Europe,56.03
South Africa,2019,Grains & Cereals,34179.49,"$37,491.34",182.41,147.3,38.61,Africa,61.39
France,2021,Frozen Food,32642.85,"$31,509.70",47.56,551.8,52.91,Europe,47.09
South Korea,2021,Prepared Food,13763.50,"$13,330.87",84.12,598.9,60.68,Asia,39.32
Indonesia,2023,Frozen Food,37589.73,"$35,781.77",79.67,1203.9,34.59,Asia,65.41
France,2020,Frozen Food,47544.60,"$38,386.61",153.13,629.6,59.99,Europe,40.01
USA,2023,Meat & Seafood,4220.33,"$4,951.63",37.86,290.2,54.36,North America,45.64
South Korea,2018,Dairy Products,20192.24,"$22,576.99",147.53,21.6,30.38,Asia,69.62
UK,2019,Dairy Products,48064.86,"$43,609.06",74.99,426.5,50.64,Europe,49.36
UK,2024,Beverages,28113.02,"$22,698.02",108.53,191.4,32.73,Europe,67.27
Russia,2024,Fruits & Vegetables,32749.78,"$35,677.31",130.84,574.1,57.17,Europe,42.83
UK,2018,Frozen Food,18838.27,"$16,086.77",53.22,1219.4,44.94,Europe,55.06
Russia,2024,Grains & Cereals,46372.26,"$48,183.74",181.94,453.3,45.24,Europe,54.76
China,2018,Meat & Seafood,40724.83,"$34,325.21",167.30,831.7,66.77,Asia,33.23
Russia,2021,Frozen Food,28669.98,"$30,460.60",107.63,721.1,40.53,Europe,59.47
Italy,2022,Prepared Food,27081.29,"$24,870.73",52.05,1101.7,58.15,Europe,41.85
Canada,2019,Bakery Items,13508.24,"$15,870.96",175.87,481.2,37.14,North America,62.86
Russia,2020,Prepared Food,3043.20,"$2,749.90",143.94,493.0,58.75,Europe,41.25
South Africa,2023,Beverages,8389.64,"$7,379.73",155.47,1172.1,56.23,Africa,43.77
Argentina,2023,Fruits & Vegetables,40294.06,"$35,993.26",157.24,620.4,67.19,South America,32.81
Canada,2019,Meat & Seafood,22942.54,"$19,760.77",39.80,1156.2,34.56,North America,65.44
Italy,2023,Frozen Food,40851.80,"$40,926.25",47.25,1080.4,33.56,Europe,66.44
Turkey,2019,Prepared Food,34166.40,"$40,937.71",105.59,419.5,44.30,Asia,55.7
Russia,2019,Prepared Food,31130.68,"$34,061.13",94.35,208.5,63.21,Europe,36.79
Brazil,2023,Grains & Cereals,14249.66,"$14,160.14",77.06,639.3,47.96,South America,52.04
Indonesia,2018,Dairy Products,5962.53,"$5,420.45",79.01,182.4,53.08,Asia,46.92
Argentina,2021,Fruits & Vegetables,44001.94,"$46,100.59",127.60,828.3,36.72,South America,63.28
Saudi Arabia,2020,Dairy Products,28279.75,"$25,265.27",67.41,910.0,51.75,Asia,48.25
Australia,2021,Dairy Products,5147.13,"$4,816.40",137.27,603.5,47.62,Oceania,52.38
Russia,2019,Fruits & Vegetables,6994.90,"$6,098.70",52.34,51.4,56.99,Europe,43.01
Turkey,2022,Prepared Food,7696.78,"$8,450.60",77.25,1340.4,41.97,Asia,58.03
Brazil,2023,Dairy Products,32010.17,"$35,709.12",64.25,1231.6,53.26,South America,46.74
South Korea,2023,Frozen Food,4159.18,"$4,790.84",46.69,1252.0,31.27,Asia,68.73
China,2021,Meat & Seafood,1264.68,"$1,294.02",94.71,223.8,65.76,Asia,34.24
UK,2023,Prepared Food,13538.84,"$13,488.94",118.35,1357.2,59.54,Europe,40.46
Australia,2024,Dairy Products,7143.71,"$7,952.53",27.61,88.8,54.41,Oceania,45.59
South Africa,2023,Frozen Food,24038.76,"$22,319.98",63.27,1189.9,49.05,Africa,50.95
India,2018,Grains & Cereals,6040.40,"$6,825.51",185.41,860.1,34.10,Asia,65.9
France,2018,Dairy Products,41959.48,"$33,789.28",100.25,122.9,42.52,Europe,57.48
UK,2024,Frozen Food,3044.54,"$3,598.90",177.55,1285.6,40.26,Europe,59.74
Japan,2021,Beverages,2124.68,"$1,743.54",199.84,326.1,31.79,Asia,68.21
South Africa,2023,Bakery Items,4162.13,"$3,946.30",97.69,739.6,50.14,Africa,49.86
China,2021,Bakery Items,1116.50,"$1,142.63",46.69,1295.3,37.50,Asia,62.5
Canada,2018,Meat & Seafood,15659.36,"$15,841.03",120.00,570.9,67.11,North America,32.89
South Korea,2023,Dairy Products,41189.15,"$40,978.80",104.10,323.7,46.78,Asia,53.22
Argentina,2020,Beverages,13192.66,"$12,870.35",138.68,1347.9,33.52,South America,66.48
China,2019,Prepared Food,26698.82,"$23,943.29",164.01,1267.3,44.77,Asia,55.23
India,2023,Frozen Food,11292.96,"$12,418.68",191.13,690.7,61.75,Asia,38.25
Saudi Arabia,2024,Meat & Seafood,6791.87,"$5,504.78",191.39,72.8,62.61,Asia,37.39
UK,2022,Grains & Cereals,7115.91,"$7,979.12",40.10,175.9,61.09,Europe,38.91
Turkey,2020,Frozen Food,16740.03,"$13,885.50",102.40,232.4,34.55,Asia,65.45
South Korea,2021,Bakery Items,36475.35,"$36,156.44",169.79,185.5,68.82,Asia,31.18
Argentina,2023,Beverages,7329.99,"$7,119.51",27.24,774.6,49.72,South America,50.28
South Africa,2019,Grains & Cereals,30026.37,"$30,917.26",176.89,550.4,43.47,Africa,56.53
Spain,2023,Beverages,43508.87,"$38,666.55",70.84,1354.1,60.11,Europe,39.89
Italy,2018,Meat & Seafood,39209.05,"$45,135.64",83.84,531.0,42.72,Europe,57.28
Spain,2024,Frozen Food,14042.05,"$13,913.87",159.81,671.9,58.43,Europe,41.57
Australia,2023,Frozen Food,45075.81,"$49,946.60",98.29,918.9,50.72,Oceania,49.28
Russia,2020,Frozen Food,2396.53,"$2,509.06",193.85,1394.6,40.43,Europe,59.57
Australia,2023,Dairy Products,37062.88,"$34,362.98",36.36,1205.6,37.88,Oceania,62.12
India,2019,Beverages,16866.23,"$14,349.29",34.73,1331.3,50.21,Asia,49.79
Japan,2018,Bakery Items,22795.27,"$27,006.77",49.55,1224.2,59.55,Asia,40.45
Canada,2021,Prepared Food,43186.82,"$38,566.31",37.63,1012.7,43.84,North America,56.16
Japan,2023,Fruits & Vegetables,23699.63,"$24,189.61",70.28,1303.1,49.77,Asia,50.23
Russia,2018,Prepared Food,5143.07,"$4,171.23",119.45,108.3,32.72,Europe,67.28
Turkey,2021,Grains & Cereals,23679.43,"$24,717.39",105.91,24.6,57.96,Asia,42.04
Saudi Arabia,2021,Frozen Food,27720.79,"$23,629.95",35.70,483.4,49.31,Asia,50.69
Russia,2022,Meat & Seafood,22093.45,"$22,206.46",43.27,636.0,57.83,Europe,42.17
South Korea,2018,Dairy Products,3556.98,"$3,687.98",153.96,888.4,63.18,Asia,36.82
Canada,2024,Beverages,13936.71,"$13,293.10",31.23,548.7,57.03,North America,42.97
USA,2022,Bakery Items,2909.42,"$3,013.57",165.59,497.8,61.80,North America,38.2
China,2019,Bakery Items,42999.33,"$46,248.08",176.09,238.5,49.62,Asia,50.38
Mexico,2018,Prepared Food,30566.99,"$29,522.29",132.90,773.9,43.74,North America,56.26
Germany,2024,Fruits & Vegetables,9448.44,"$9,574.78",136.95,395.1,36.70,Europe,63.3
Australia,2021,Fruits & Vegetables,6306.54,"$6,017.22",160.20,1257.5,31.07,Oceania,68.93
USA,2018,Frozen Food,17195.43,"$16,888.39",76.79,302.3,38.31,North America,61.69
Saudi Arabia,2020,Prepared Food,13560.18,"$12,193.31",198.08,1021.2,69.10,Asia,30.9
Australia,2018,Bakery Items,27437.11,"$32,891.88",196.25,711.5,64.94,Oceania,35.06
Japan,2022,Grains & Cereals,34191.95,"$27,453.58",88.82,1025.1,61.86,Asia,38.14
Turkey,2023,Beverages,27838.30,"$22,942.91",107.53,768.7,49.26,Asia,50.74
Spain,2024,Meat & Seafood,32261.02,"$30,056.23",37.22,1062.0,42.26,Europe,57.74
Italy,2018,Bakery Items,46469.96,"$43,064.09",62.50,1228.7,33.73,Europe,66.27
India,2021,Meat & Seafood,28457.93,"$28,368.10",151.29,138.1,55.36,Asia,44.64
Spain,2018,Meat & Seafood,32782.58,"$28,850.82",50.32,237.6,36.67,Europe,63.33
Turkey,2023,Prepared Food,29270.96,"$28,088.74",53.89,194.1,44.06,Asia,55.94
South Africa,2018,Bakery Items,46279.34,"$49,889.95",59.23,27.0,45.35,Africa,54.65
Brazil,2023,Meat & Seafood,30627.20,"$32,844.64",191.73,453.2,50.42,South America,49.58
Indonesia,2020,Beverages,19025.02,"$15,990.02",93.52,350.4,63.87,Asia,36.13
Argentina,2024,Dairy Products,24562.19,"$22,556.23",163.15,799.4,33.17,South America,66.83
UK,2024,Fruits & Vegetables,13311.78,"$15,226.26",49.49,93.6,39.37,Europe,60.63
South Korea,2024,Prepared Food,11274.34,"$9,453.84",162.85,898.8,49.86,Asia,50.14
Germany,2020,Beverages,20221.65,"$18,088.05",196.72,469.5,39.07,Europe,60.93
South Korea,2022,Grains & Cereals,36554.67,"$38,456.40",132.92,327.4,65.88,Asia,34.12
Turkey,2020,Frozen Food,36147.05,"$34,984.68",105.09,1336.0,39.14,Asia,60.86
Germany,2018,Fruits & Vegetables,9120.46,"$9,814.79",145.25,1389.1,55.12,Europe,44.88
